url,rental_type,guests,bedrooms,beds,baths,latitude,longitude,host_name,superhost,years_hosting
https://www.airbnb.com/rooms/1034767204037703626,Entire home,6,3,3,2,32.14551,-81.159,Chip Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1035222624128644295,Entire rental unit,3,1,1,1,32.01769111051574,-81.11074148742688,Ashley 2 years hosting,,2
https://www.airbnb.com/rooms/1037616847304846145,Entire condo,4,1,2,1,32.0802,-81.0956,Alyssa Superhost · 6 years hosting,Superhost,6
https://www.airbnb.com/rooms/1037748463133229179,Entire home,9,4,5,2,32.0292,-81.0546,Gerald Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1038506517320133345,Houseboat,3,1,1,1,32.01517,-80.88209,Dan Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1039311687513391820,Entire home,6,2,3,1,32.04507,-81.18971,Vacasa Georgia 8 years hosting,,8
https://www.airbnb.com/rooms/1039351255865103176,Entire rental unit,6,2,4,1,32.11202,-81.24737,Labi Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/1039981723043243595,Entire home,6,3,4,2,32.11908,-81.15339,Paulette Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1040871866028757408,Entire rental unit,6,2,4,1,32.10811,-81.24727,Labi Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/1041923631571138642,Entire home,6,3,4,2,32.087,-81.24953,Bien Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1044814103644540047,Entire home,7,3,4,2,32.04077,-81.0065,Morgan Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1045774141190855625,Entire home,4,2,2,1,32.02499,-81.09168,Lelly Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1045960760418208185,Entire home,4,2,2,1,32.02555,-81.09109,Lelly Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1046502724086075619,Entire home,6,3,3,3,32.1324,-81.299,Lorie 3 years hosting,,3
https://www.airbnb.com/rooms/1047360707611645002,Entire home,9,3,5,2,31.96326,-81.13929,Cairo Walters 3 years hosting,,3
https://www.airbnb.com/rooms/1047398678982660638,Entire home,14,4,7,3,32.0137,-80.9706,Carlos & Marci Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/1050241112263539257,Entire rental unit,6,3,3,2,32.06013,-81.10391,Jay C 3 years hosting,,3
https://www.airbnb.com/rooms/1050811506611396480,Entire home,6,3,3,2,32.0256,-81.2218,Liz Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1059423587934265105,Entire home,9,4,,2,32.06014,-81.10574,Savannah Retreat Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/10594915,Entire townhouse,4,2,2,1,32.0716,-81.0873,Janet Superhost · 13 years hosting,Superhost,13
https://www.airbnb.com/rooms/1061215177968364875,Entire home,12,3,6,2,32.10644,-81.14964,Brooke 3 years hosting,,3
https://www.airbnb.com/rooms/1061824254594787543,Entire townhouse,4,2,2,2,32.0727,-81.0887,Donna Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1062480936293477349,Entire home,6,3,3,2,32.04937,-81.10892,Juan 4 years hosting,,4
https://www.airbnb.com/rooms/1066067919344181051,Entire home,6,3,3,2,31.8983,-81.2735,Allan Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1066817842172394156,Entire home,6,3,2,2,32.0079,-80.9763,Carlos & Marci Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/1070978616828850674,Entire rental unit,4,1,2,1,32.074,-81.0916,Farrell Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1071011481498897440,Entire home,8,4,5,3,32.0616,-81.2634,Carmelo Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1072919261915096855,Entire home,7,3,3,3,32.01475,-80.95557,Kayla & Cameron 5 years hosting,,5
https://www.airbnb.com/rooms/1074018054839976789,Entire rental unit,4,2,2,1,32.074,-81.0916,Farrell Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1074077350409691703,Entire home,10,4,4,2,31.81152,-81.37977,Cassie Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1077452008381370730,Entire home,8,4,4,3,32.05797,-81.25921,Arnoldo Superhost · 8 years hosting,Superhost,8
https://www.airbnb.com/rooms/1079049365743748142,Entire home,7,3,4,1,32.14757,-81.1594,Arneja 2 years hosting,,2
https://www.airbnb.com/rooms/1079940094337567673,Entire home,6,3,3,2,32.0385,,Erica Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1081160350780624759,Entire home,4,1,1,1,31.7307,-81.2673,Ron Superhost · 8 years hosting,Superhost,8
https://www.airbnb.com/rooms/1082783482499537636,Entire condo,4,2,2,2,32.08076,-81.09282,Southern Belle Vacation Rentals Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1085067613506171624,Entire home,6,3,3,3,32.0466,-81.06574,Chad Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1085743948191451484,Entire home,10,5,6,2,32.0231,-81.24027,Sharleen And Billy Ryan Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1087835439988441752,Entire home,6,3,3,2,32.0728,-81.0904,Lucky Savannah Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1087836460897881140,Entire home,8,4,4,3,32.0728,-81.0904,Lucky Savannah Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1090907489341197328,Entire townhouse,8,3,4,3,32.0766,-81.0772,Timber Meadow Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1092291180817304935,Entire rental unit,4,1,2,1,32.0786,-81.0929,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1093047448331903805,Entire condo,4,2,2,2,32.0793,-81.094,Yu Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1093505241588345972,Entire home,6,3,4,2,32.0262,-81.0518,Lauren 1 month hosting,,
https://www.airbnb.com/rooms/1095471167424152872,Entire rental unit,4,2,,1,32.08145,-81.09555,John 2 years hosting,,2
https://www.airbnb.com/rooms/1097706941028962855,Entire home,16,6,9,7,32.01355,-80.87882,Sandi 2 years hosting,,2
https://www.airbnb.com/rooms/1100652819478202953,Tiny home,2,,2,1,32.24481,-81.22267,Laura 10 years hosting,,10
https://www.airbnb.com/rooms/1100773977672043373,Entire rental unit,4,1,2,1,31.76562,-81.27897,Dana 9 years hosting,,9
https://www.airbnb.com/rooms/1102223159287827361,Entire home,8,3,4,2,31.73268,-81.26824,Cookie 5 years hosting,,5
https://www.airbnb.com/rooms/1102247615937609676,Entire home,10,4,5,3,31.73377,-81.26653,Cookie 5 years hosting,,5
https://www.airbnb.com/rooms/1102450462288152381,Entire home,8,3,6,2,32.0395,-80.9985,Laura W/Southern Grace Stays Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1103568573317222985,Entire rental unit,5,2,3,2,32.0788,-81.0854,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1105248226648161017,Entire home,8,4,5,2,32.01326,-80.86506,Christine Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1107966597827380132,Entire home,8,4,5,3,32.074,-81.0916,Farrell Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1109700607202881682,Entire home,4,1,2,2,32.016,-80.9582,Jacqueline 10 years hosting,,10
https://www.airbnb.com/rooms/1111437311235674906,Entire condo,4,1,,1,32.0226,-80.8589,Mike Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1112371050735344648,Entire home,3,1,2,1,32.1204,-81.24892,Trisha Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/11126593,Entire rental unit,3,1,2,1,32.0019,-80.9689,Peggy 13 years hosting,,13
https://www.airbnb.com/rooms/1113836232935487006,Entire home,4,2,2,1,32.0325,-80.97831,Steve Superhost · 14 years hosting,Superhost,14
https://www.airbnb.com/rooms/1113849451276424776,Entire home,10,3,6,3,32.01708,-80.96151,Kathee Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1115959586377919929,Entire home,8,4,5,2,32.0232,-80.9693,Carlos & Marci Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/1116177100506504470,Entire rental unit,4,1,2,1,32.0791,-81.0933,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1116798545861547703,Entire home,10,5,5,3,32.2255,-81.1859,Yadelsy 2 years hosting,,2
https://www.airbnb.com/rooms/1117379194501827419,Entire cabin,2,1,1,1,31.7305,-81.2674,Ron Superhost · 8 years hosting,Superhost,8
https://www.airbnb.com/rooms/1118035326917039526,Entire condo,6,2,3,1,32.079,-81.0934,Lucky Savannah Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1118068202085214331,Entire home,8,3,5,3,31.69937,-81.27375,Elaine 2 years hosting,,2
https://www.airbnb.com/rooms/1122512998995685062,Entire home,6,3,3,2,32.06092,-81.10798,The Hummingbird Host Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1124789260321348741,Entire home,6,2,4,1,32.0359,-81.051,Lisa 2 years hosting,,2
https://www.airbnb.com/rooms/1126038065684347591,Entire home,16,5,10,3,32.00771,-80.97157,Jay Superhost · 9 years hosting,Superhost,9
https://www.airbnb.com/rooms/1126929535859919554,Entire home,6,4,2,2,31.945,-81.322,Jorge 2 years hosting,,2
https://www.airbnb.com/rooms/1126991317759056330,Entire home,12,6,7,3,32.063,-81.0941,Allan Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1127029325254220289,Entire condo,4,1,2,1,32.02271,-80.85872,Melissa Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1132635263335270990,Entire home,5,2,4,1,32.0858,-81.17617,Jessica Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1133081,Entire guesthouse,2,1,1,1,32.0591,-81.0964,Richard Superhost · 15 years hosting,Superhost,15
https://www.airbnb.com/rooms/1133289855201283812,Entire rental unit,4,1,2,1,32.0787,-81.0917,Kasa 10 years hosting,,10
https://www.airbnb.com/rooms/1133292479887432394,Entire rental unit,2,1,1,1,32.0787,-81.0917,Kasa 10 years hosting,,10
https://www.airbnb.com/rooms/1133297861590905211,Entire rental unit,4,1,2,1,32.0787,-81.0917,Kasa 10 years hosting,,10
https://www.airbnb.com/rooms/1136414519124979136,Entire townhouse,6,3,3,2,32.073,-81.0879,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1136460873545557512,Entire guesthouse,2,1,2,1,32.0715,-81.12242,Oscar And Carolina Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1136964284599709748,Entire guesthouse,4,2,2,1,32.0328,-81.1229,Walter Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/11409852,Entire home,5,3,3,2,32.0347,-81.0572,Mary Superhost · 13 years hosting,Superhost,13
https://www.airbnb.com/rooms/1141188133002285315,Entire home,8,3,5,2,32.0729,-81.0875,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1141405035943655752,Entire home,10,3,3,2,32.18556,-81.22263,Zena Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1142954320044562392,Entire home,8,3,4,2,32.02182,-81.21917,Shandira Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1143597075952167264,Entire rental unit,4,2,2,1,32.0823,-81.0938,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1145594413832887218,Entire townhouse,6,3,3,3,32.0769,-81.0771,Lucky Savannah Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1145784535506480833,Entire home,4,2,2,1,32.06318,-81.09345,Emily 4 years hosting,,4
https://www.airbnb.com/rooms/1147071899759295272,Entire guesthouse,3,1,2,1,32.07324,-81.0883,Sam Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1147212330322085686,Entire rental unit,4,1,2,1,32.073,-81.0879,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1147220054833840127,Entire townhouse,8,4,4,3,32.2141,-81.1941,Brandon Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1147817335109913101,Entire home,6,3,3,2,32.08551,-81.25124,Dr Tommy Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1147901541811010024,Entire home,6,4,3,2,32.0364,-81.0632,Brent 2 years hosting,,2
https://www.airbnb.com/rooms/1148794249197564779,Entire home,4,3,,2,32.1387,-81.3102,Laura 2 years hosting,,2
https://www.airbnb.com/rooms/1149166716093257521,Entire home,2,1,1,1,32.0728,-81.0879,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1149166718125260971,Entire townhouse,12,5,6,4,32.07189,-81.08725,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1149168721705462885,Entire townhouse,4,1,2,1,32.0729,-81.0875,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1149169229163090596,Entire townhouse,4,1,2,1,32.0728,-81.0876,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1149169299169045858,Entire townhouse,16,5,9,4,32.0729,-81.0875,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1152120355292044939,Entire home,16,4,9,3,32.0193,-80.9763,Dylan Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1156020631418148610,Entire home,6,3,3,2,32.04003,-81.01376,Ishell Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1157205180469247740,Entire home,4,2,2,2,32.0729,-81.0877,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1157205181425519382,Entire home,3,1,2,1,32.0729,-81.0877,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1157205183248453331,Entire home,2,1,1,1,32.0728,-81.0878,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1157205183479086541,Entire home,9,4,5,4,32.073,-81.0877,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1157905509508872443,Entire condo,5,2,3,3,32.0823,-81.0938,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1157954343568055191,Entire home,8,3,4,2,31.91803,-81.3242,Liz Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1158654881879039087,Entire rental unit,4,1,2,1,32.0823,-81.0938,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1158760801073202499,Entire rental unit,4,1,2,1,32.0786,-81.0929,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1158776389721135127,Entire condo,4,2,2,2,32.0823,-81.0938,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1158787454660158576,Entire townhouse,16,7,12,5,32.0333,-81.0566,Heirloom Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/1159501632699043017,Entire home,8,4,5,2,32.07825,-81.08632,Donna Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1159731506947293322,Entire home,6,3,,3,31.833402165445854,-81.40244925916038,Mila 4 years hosting,,4
https://www.airbnb.com/rooms/1159844559437277448,Entire home,8,3,4,2,32.04693,-81.00986,Milan Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1163100600376479007,Entire home,6,3,4,2,32.10376,-81.2459,Marcel Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1163999944439545496,Entire rental unit,4,2,3,2,32.0786,-81.0929,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1166610158380549574,Entire rental unit,2,2,2,1,32.0474,-81.107,Belinda Superhost · 9 years hosting,Superhost,9
https://www.airbnb.com/rooms/1166621166008917501,Entire townhouse,6,3,3,3,32.0772,-81.0768,Lucky Savannah Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1166770255873932040,Entire rental unit,2,1,1,1,31.99229,-81.2017,Jamari 2 years hosting,,2
https://www.airbnb.com/rooms/1167484100056734676,Entire rental unit,6,3,3,2,32.0809,-81.0905,Mike And Sarah Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1167568997823133885,Entire rental unit,3,1,2,1,32.0812,-81.0903,Mike And Sarah Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1167639715199337901,Entire rental unit,4,1,2,1,32.0812,-81.0903,Mike And Sarah Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1168047000309225911,Entire rental unit,4,1,2,1,32.081,-81.0906,Mike And Sarah Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1168049911837370638,Entire rental unit,4,1,2,1,32.081,-81.0906,Mike And Sarah Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1169095003030419604,Entire home,10,4,7,2,32.0115,-80.9707,Carlos & Marci Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/1169518118012343551,Entire rental unit,2,1,1,1,32.0823,-81.0938,Brandon & Chase Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1171101680461431674,Entire home,5,2,2,2,32.10066,-81.27991,Victoria Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1172723872490273140,Entire home,14,4,9,2,32.06238,-81.04078,Patrick Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1173136701999881371,Entire home,6,3,4,1,32.0483,-81.076,Courtney 8 years hosting,,8
https://www.airbnb.com/rooms/1173861872640536415,Entire guesthouse,4,1,2,1,32.06111,-81.09339,Madeline Superhost · 5 years hosting,Superhost,5
https://www.airbnb.com/rooms/1174892409340063646,Entire cottage,6,3,3,1,32.04413,-81.12401,Vee Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1175965553729718139,Entire home,8,3,4,2,31.94846,-81.11318,Spicy Stays Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1176043654186220791,Entire home,4,2,2,1,32.05245430879038,-81.01277000357284,Lacey Superhost · 4 years hosting,Superhost,4
https://www.airbnb.com/rooms/1177439212098817724,Entire home,6,2,,2,32.05436,-81.10808,Yvonne 2 years hosting,,2
https://www.airbnb.com/rooms/1179209411078159616,Entire condo,6,3,3,3,32.0806,-81.0957,Heirloom Superhost · 7 years hosting,Superhost,7
https://www.airbnb.com/rooms/1179222258996345724,Entire home,8,4,5,3,32.202,-81.1935,Yazmin Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1182018235443567752,Entire home,8,3,4,3,32.06167,-81.26445,Miranda Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/1182530538531842498,Entire rental unit,4,1,2,1,32.0719,-81.0895,Lucky Savannah Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1182532196692486353,Entire home,6,3,3,2,32.0719,-81.0895,Lucky Savannah Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1183441043262678472,Entire condo,8,4,4,4,32.0736,-81.0916,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1183997705527539572,Entire rental unit,2,1,1,1,32.0736,-81.0917,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1184019353782472598,Entire home,10,4,5,3,32.0719,-81.0895,Lucky Savannah Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1184021882415725658,Entire condo,2,1,1,1,32.0736,-81.0917,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1184021883939697482,Entire condo,2,1,1,1,32.0736,-81.0917,Chaz Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1184103480051593354,Entire home,8,4,4,2,32.08896,-81.25484,Trinh Superhost · 6 years hosting,Superhost,6
https://www.airbnb.com/rooms/1185511324695423066,Entire home,6,2,3,2,31.9242,-81.32928,Hilary Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1187115144421861524,Entire townhouse,4,2,2,1,32.07336,-81.08734,Vacasa Georgia 8 years hosting,,8
https://www.airbnb.com/rooms/1187719192001324164,Entire home,8,4,5,2,32.05758,-81.26495,Stephanie Superhost · 2 years hosting,Superhost,2
https://www.airbnb.com/rooms/1187816196033778461,Entire condo,4,1,1,1,32.02134,-80.8591,Southern Belle Vacation Rentals Superhost · 10 years hosting,Superhost,10
https://www.airbnb.com/rooms/1188263203057681719,Entire guesthouse,4,1,2,1,31.7736,-81.2842,Jason New Host,,
https://www.airbnb.com/rooms/1190056640601151350,Entire home,6,3,3,2,32.01308,-80.9794,Oscar Superhost · 3 years hosting,Superhost,3
https://www.airbnb.com/rooms/11902581,Entire rental unit,8,3,2,2,32.0777,-81.0865,Julie 10 years hosting,,10
https://www.airbnb.com/rooms/1191132099001348446,Entire home,3,2,2,2,32.2156,-81.1781,Tara Superhost · 9 years hosting,Superhost,9
https://www.airbnb.com/rooms/1191278127505459484,Entire home,10,4,8,2,32.03535,-80.99582,Yan 2 years hosting,,2
https://www.airbnb.com/rooms/1192816297277825237,Entire guesthouse,2,1,1,1,32.0035,-80.9696,Jill Superhost · 2 years hosting,Superhost,2
